iter	Logloss
0	0.6314309884
1	0.5865565601
2	0.5394737929
3	0.4937684081
4	0.4614720268
5	0.4249941367
6	0.3901495564
7	0.3626522801
8	0.3418472496
9	0.3216073012
10	0.3006622765
11	0.283281033
12	0.2682833326
13	0.2539900701
14	0.2415548139
15	0.2297860083
16	0.2188373486
17	0.2124713367
18	0.2059373281
19	0.1974138774
20	0.1912503589
21	0.1848433941
22	0.179016057
23	0.1735513272
24	0.1695832913
25	0.1645850525
26	0.1600840851
27	0.1557987302
28	0.1524858651
29	0.1494031392
30	0.1469991386
31	0.1445032099
32	0.1419963579
33	0.1400645163
34	0.137632804
35	0.1352973178
36	0.1334148374
37	0.131572531
38	0.1305842476
39	0.1281202441
40	0.1260026601
41	0.1242804909
42	0.1225941976
43	0.1215057748
44	0.1198919468
45	0.1181386124
46	0.1168603182
47	0.1156359458
48	0.1145380262
49	0.1136930684
50	0.1125600705
51	0.1116540587
52	0.1108410449
53	0.1100723811
54	0.1091754252
55	0.1085311308
56	0.1074708983
57	0.1063853847
58	0.1053954309
59	0.1049143286
60	0.1042253839
61	0.1039497497
62	0.1033239048
63	0.1022062126
64	0.1015205336
65	0.1010096363
66	0.100432017
67	0.09977217295
68	0.09905163154
69	0.09850374154
70	0.09786647595
71	0.09721294746
72	0.09688231221
73	0.09615341881
74	0.09583851156
75	0.09539931932
76	0.09495438392
77	0.09449940737
78	0.09397039847
79	0.0935209774
80	0.09307643614
81	0.09268537571
82	0.09189108348
83	0.0912723987
84	0.09093447189
85	0.09047951411
86	0.09011435421
87	0.08983841036
88	0.08949037672
89	0.08921579359
90	0.08883494322
91	0.08873767548
92	0.08845378317
93	0.08778552141
94	0.08737491359
95	0.08698327134
96	0.08651415272
97	0.0863583085
98	0.08611001065
99	0.08599013625
100	0.08520424293
101	0.08487242526
102	0.08417034266
103	0.08371262591
104	0.08325662648
105	0.08289081907
106	0.08272423926
107	0.08234459946
108	0.08188911616
109	0.08172461028
110	0.081349428
111	0.08112625178
112	0.08096457994
113	0.08052293841
114	0.0801158966
115	0.07979004732
116	0.07939478275
117	0.07907682562
118	0.07906850179
119	0.07876360754
120	0.07848403199
121	0.07830021801
122	0.07802167003
123	0.07745495523
124	0.07736650868
125	0.07699778276
126	0.07673694756
127	0.07613089398
128	0.07595267771
129	0.07565926039
130	0.07543079616
131	0.07538300687
132	0.075085864
133	0.07504734635
134	0.07498608128
135	0.07482737486
136	0.07477243008
137	0.07450414378
138	0.07441078927
139	0.07402240805
140	0.07367362835
141	0.07339714961
142	0.07294062465
143	0.07262300067
144	0.07229343522
145	0.07200003198
146	0.07158422998
147	0.07102391523
148	0.07081889754
149	0.0705378909
150	0.07037451112
151	0.0702327855
152	0.06978434038
153	0.06942732132
154	0.06932049572
155	0.06914348063
156	0.06869458976
157	0.06847107572
158	0.06822860549
159	0.06792302618
160	0.06765464135
161	0.06732016795
162	0.06726891587
163	0.06705886822
164	0.0668168719
165	0.06651153189
166	0.06616826544
167	0.06596044655
168	0.06572577933
169	0.06554107384
170	0.06541044979
171	0.06520619222
172	0.06487779043
173	0.06469834012
174	0.06440225299
175	0.06431515308
176	0.06429538985
177	0.06396269945
178	0.06386074897
179	0.06376072695
180	0.06369842023
181	0.06360541762
182	0.06344573524
183	0.06311892407
184	0.06281560168
185	0.06258907529
186	0.06251071212
187	0.06221676459
188	0.0621871526
189	0.06202009419
190	0.06165557711
191	0.06154277844
192	0.06146940299
193	0.06142127118
194	0.0611699563
195	0.06098012232
196	0.06076078896
197	0.06047608022
198	0.06040069186
199	0.06026866955
200	0.0602031018
201	0.060172359
202	0.05996355477
203	0.05969135993
204	0.05963505443
205	0.05949747196
206	0.0594850566
207	0.05943439104
208	0.05925173601
209	0.05901546408
210	0.05872209838
211	0.05851122491
212	0.05850109931
213	0.05832476927
214	0.05790854028
215	0.05785951696
216	0.05781442565
217	0.05766915747
218	0.0574653222
219	0.05729497931
220	0.05716902391
221	0.05705393548
222	0.05674966059
223	0.05667490566
224	0.05659109493
225	0.0563835998
226	0.05611085598
227	0.0558964822
228	0.05561205968
229	0.05543983525
230	0.05528234878
231	0.05506631868
232	0.05480473273
233	0.05435106528
234	0.05405623564
235	0.05387779883
236	0.05362072202
237	0.05348625981
238	0.05313407363
239	0.05301833299
240	0.05285052385
241	0.05267718269
242	0.0526406545
243	0.05244214948
244	0.05212072957
245	0.05205740465
246	0.0519407819
247	0.05184636227
248	0.05168213792
249	0.05160263456
250	0.05156213214
251	0.05148019357
252	0.05118747068
253	0.0510834932
254	0.05094436233
255	0.05057227685
256	0.05032995208
257	0.05016056638
258	0.04992066274
259	0.04984586559
260	0.04967771861
261	0.04966608214
262	0.04954335493
263	0.04924704257
264	0.04909488167
265	0.04881505274
266	0.04858959616
267	0.04836501231
268	0.04799809755
269	0.04790570023
270	0.04767820727
271	0.04754928645
272	0.04744842454
273	0.0473294698
274	0.0472157937
275	0.04707913557
276	0.04694463113
277	0.04670546416
278	0.04659975059
279	0.0463589226
280	0.04617171153
281	0.04601684796
282	0.04595212948
283	0.04577579475
284	0.04556381395
285	0.04542211178
286	0.04526133614
287	0.04502480144
288	0.04496579329
289	0.0448089731
290	0.04453355477
291	0.04441433258
292	0.04420950727
293	0.04417098492
294	0.0441485988
295	0.04399775168
296	0.04391071277
297	0.04381968086
298	0.04361918169
299	0.04346798267
300	0.04337286392
301	0.04316292419
302	0.04303469312
303	0.04303068604
304	0.04294959675
305	0.04290280688
306	0.04285837715
307	0.04264646673
308	0.0424765649
309	0.0423437637
310	0.04202078131
311	0.04187835656
312	0.04177922135
313	0.04164044707
314	0.04161050194
315	0.04148121514
316	0.0412853424
317	0.04115625267
318	0.04107674461
319	0.04099249283
320	0.04093548351
321	0.04079410042
322	0.04069950718
323	0.0405305907
324	0.0404444996
325	0.04032733256
326	0.04021229105
327	0.04010805081
328	0.03987697775
329	0.03980782522
330	0.03963130749
331	0.03947736827
332	0.03934045442
333	0.03919661969
334	0.03917955443
335	0.03915637534
336	0.03907546434
337	0.03898925124
338	0.03877341821
339	0.0387459857
340	0.03864620532
341	0.03853665595
342	0.03851300295
343	0.03827521311
344	0.03816356166
345	0.03801950171
346	0.03786537245
347	0.03776137151
348	0.03766551845
349	0.03752661514
350	0.03734904638
351	0.03729129805
352	0.03719270713
353	0.03704287117
354	0.03700599577
355	0.03690724297
356	0.03664622008
357	0.03662956538
358	0.03654063789
359	0.03642202567
360	0.03638364879
361	0.03630907451
362	0.03617774428
363	0.03605263113
364	0.03598308446
365	0.03582355457
366	0.03575064365
367	0.0355955877
368	0.03553734201
369	0.03548101306
370	0.0354538785
371	0.03538356936
372	0.03524424845
373	0.03517970593
374	0.03502009862
375	0.03490772224
376	0.03484620379
377	0.03474792255
378	0.03470271159
379	0.03460745207
380	0.03456037599
381	0.03455974959
382	0.03447071183
383	0.0344285484
384	0.03429533664
385	0.03427104082
386	0.03399486706
387	0.03390811202
388	0.03381449945
389	0.03376408022
390	0.03370894541
391	0.03355941679
392	0.03335161667
393	0.03324440162
394	0.03312979179
395	0.03303211114
396	0.03297336574
397	0.03279692308
398	0.03267276712
399	0.03251641615
400	0.03241222048
401	0.03228820763
402	0.03221437705
403	0.032097576
404	0.0319381118
405	0.03179886831
406	0.0316759628
407	0.03153752401
408	0.03139983831
409	0.03136843392
410	0.03127838032
411	0.03103669133
412	0.03093171911
413	0.03079406626
414	0.03072077293
415	0.03059648089
416	0.03049440372
417	0.03037506892
418	0.03026456
419	0.03012477692
420	0.03010706884
421	0.02999677107
422	0.02992103314
423	0.02983665701
424	0.02980236931
425	0.02970294319
426	0.0296287302
427	0.02954954122
428	0.02952534393
429	0.02950284519
430	0.02939900378
431	0.02931384641
432	0.02920850118
433	0.02913585067
434	0.0290567086
435	0.02895461736
436	0.02874375563
437	0.02865317885
438	0.02861807942
439	0.02858286971
440	0.02851204679
441	0.02848444771
442	0.02828129748
443	0.02824944265
444	0.02819534245
445	0.02810543431
446	0.02810416509
447	0.02809509991
448	0.02799275998
449	0.02789615852
450	0.02777025708
451	0.0277234508
452	0.02766453883
453	0.02756366519
454	0.02738090693
455	0.02730247573
456	0.02721867204
457	0.02711194028
458	0.02701213175
459	0.02693942493
460	0.02686578204
461	0.02678768632
462	0.02670007262
463	0.02662293175
464	0.02656120216
465	0.02651150552
466	0.02644621226
467	0.02630136638
468	0.02619912498
469	0.0260947604
470	0.0260196606
471	0.02593686806
472	0.02580703698
473	0.02572127433
474	0.02564723964
475	0.02561989628
476	0.02558926844
477	0.02551938159
478	0.02543841898
479	0.02535042757
480	0.02532090941
481	0.02522115015
482	0.02518007295
483	0.02516091735
484	0.0250903478
485	0.02492188645
486	0.02484640424
487	0.02479521785
488	0.02475863805
489	0.02465448227
490	0.0246031692
491	0.02457587745
492	0.02447771586
493	0.02439075437
494	0.02438918486
495	0.02435674351
496	0.02431008267
497	0.02420880551
498	0.02415275339
499	0.02415127772
500	0.02409424729
501	0.0240552745
502	0.02402275339
503	0.0239823542
504	0.02382099203
505	0.02378196763
506	0.02371498755
507	0.02366603462
508	0.02354508807
509	0.02347403288
510	0.02342449812
511	0.02339869144
512	0.0232461927
513	0.02317054627
514	0.02304244892
515	0.02295916136
516	0.02287967912
517	0.02276538131
518	0.02254486553
519	0.02241896879
520	0.02230365748
521	0.02226312691
522	0.02221769776
523	0.02210458941
524	0.02202948257
525	0.02194608006
526	0.02194263604
527	0.02183926384
528	0.02175344957
529	0.02173327813
530	0.0217090175
531	0.02165502757
532	0.02156358745
533	0.02147693564
534	0.02145585627
535	0.02141503478
536	0.0213401344
537	0.02129585482
538	0.0212645865
539	0.02123440441
540	0.02120433493
541	0.02115602951
542	0.02110917864
543	0.02107961591
544	0.021013281
545	0.02098750247
546	0.02093919001
547	0.02091533056
548	0.02083655682
549	0.02072452296
550	0.02069793504
551	0.02062021938
552	0.0205596464
553	0.02050024645
554	0.02047782044
555	0.02046160915
556	0.02045071404
557	0.02034476586
558	0.02021008312
559	0.02013674521
560	0.02004408279
561	0.01994750714
562	0.01987571998
563	0.01983013833
564	0.01980257679
565	0.01975221857
566	0.01972410805
567	0.01966583538
568	0.01961734227
569	0.01956023325
570	0.01948115336
571	0.01940333447
572	0.01936455641
573	0.01934404361
574	0.01932586867
575	0.01920829693
576	0.01907608342
577	0.01903032113
578	0.01892165622
579	0.01886080523
580	0.01880013723
581	0.01872464329
582	0.01870504311
583	0.01866875305
584	0.01865127958
585	0.01863039493
586	0.0185765962
587	0.01851553407
588	0.01846596177
589	0.01841981473
590	0.01837921729
591	0.01831581613
592	0.01826466728
593	0.01823265292
594	0.01819881214
595	0.01812834933
596	0.01809561121
597	0.018067896
598	0.01803268043
599	0.01802024747
600	0.01794865387
601	0.01793334698
602	0.01790800247
603	0.01786261438
604	0.01783951974
605	0.01780713587
606	0.01775463334
607	0.01772848882
608	0.01769310317
609	0.0176776344
610	0.01767527309
611	0.01758244879
612	0.01753007061
613	0.01748368192
614	0.01748004317
615	0.01746390461
616	0.01741367542
617	0.01738525522
618	0.01734617686
619	0.01729517464
620	0.01725820304
621	0.01721402552
622	0.01716489663
623	0.01715791709
624	0.01709320097
625	0.01705954436
626	0.0169908798
627	0.01693655556
628	0.01686944293
629	0.01684051129
630	0.01682786719
631	0.01679464812
632	0.016731193
633	0.01672411141
634	0.01663275809
635	0.01658713422
636	0.01658216291
637	0.01652626798
638	0.01649400727
639	0.01646775484
640	0.01639119813
641	0.01633867918
642	0.01629560431
643	0.01625020214
644	0.0162059988
645	0.01616870697
646	0.01609598256
647	0.01608228625
648	0.01603815916
649	0.01597167997
650	0.01591988595
651	0.01583061124
652	0.01580426027
653	0.01575117592
654	0.01570798843
655	0.01569826283
656	0.01567288079
657	0.01563448396
658	0.01560371652
659	0.01557953097
660	0.0155494216
661	0.01550304113
662	0.01549391142
663	0.01547251534
664	0.01542849734
665	0.01537358306
666	0.01531103939
667	0.01529570201
668	0.01523885457
669	0.01522532248
670	0.0152069012
671	0.01517861708
672	0.01513789882
673	0.0151141555
674	0.0151009718
675	0.01509790667
676	0.01508151356
677	0.01506259843
678	0.01503763516
679	0.01499336496
680	0.0149571312
681	0.01492736554
682	0.01487463779
683	0.01480499258
684	0.01477516592
685	0.01476616877
686	0.01473397258
687	0.01469484027
688	0.01462404197
689	0.01461779089
690	0.01458466449
691	0.01453498662
692	0.01446994674
693	0.01444911605
694	0.01443689306
695	0.01441441075
696	0.01436587893
697	0.01432628209
698	0.01427606111
699	0.01426277653
700	0.01424018043
701	0.01422843135
702	0.01415351689
703	0.01407645344
704	0.0140675865
705	0.01405090365
706	0.01400368797
707	0.01398663796
708	0.01396958678
709	0.01389952985
710	0.01387765399
711	0.01385321623
712	0.01382359837
713	0.01379203327
714	0.01374725985
715	0.01372259217
716	0.0136941579
717	0.01367507034
718	0.01365945964
719	0.01365889893
720	0.01360769847
721	0.01357844542
722	0.01352172232
723	0.01350651632
724	0.01349826522
725	0.01346432474
726	0.01346377576
727	0.0134314998
728	0.01342191379
729	0.01337500311
730	0.01334252774
731	0.0133111996
732	0.01329804053
733	0.01326878044
734	0.01321802691
735	0.0131987282
736	0.01316101173
737	0.01315817886
738	0.01314812715
739	0.01312802726
740	0.01311285763
741	0.01307690657
742	0.01304572623
743	0.01302286972
744	0.0129860905
745	0.01293903201
746	0.01292283831
747	0.01287852823
748	0.01285421716
749	0.01283455833
750	0.01278896261
751	0.01277635488
752	0.01275108661
753	0.012698353
754	0.01266408524
755	0.01263581284
756	0.01262577873
757	0.01259989345
758	0.01257839883
759	0.0125498801
760	0.01250437588
761	0.01244771378
762	0.01241060963
763	0.01238336833
764	0.01236495291
765	0.0123419615
766	0.01233360835
767	0.01232181704
768	0.01228684194
769	0.01225795019
770	0.01222407774
771	0.01219158712
772	0.01215736042
773	0.01214172978
774	0.01209773759
775	0.01207121536
776	0.01204281745
777	0.01202869298
778	0.01201781898
779	0.01200925116
780	0.01197963916
781	0.01195106178
782	0.01192516946
783	0.01190719745
784	0.01187391387
785	0.01184117926
786	0.01179778884
787	0.01179357062
788	0.01176736745
789	0.01175645122
790	0.0117310551
791	0.01171996057
792	0.01170492114
793	0.01166802579
794	0.01164382967
795	0.01162578728
796	0.01156933164
797	0.01152727965
798	0.01149349048
799	0.0114878353
800	0.01147404867
801	0.0114383721
802	0.01142560365
803	0.01136948584
804	0.0113562388
805	0.01134703168
806	0.01129476962
807	0.01127520112
808	0.01121949974
809	0.01121096007
810	0.01118503725
811	0.01113525381
812	0.01112908601
813	0.01110670106
814	0.01108895545
815	0.01107757118
816	0.01105238855
817	0.01103728108
818	0.01102732087
819	0.01100473298
820	0.01098022602
821	0.01096697077
822	0.01094865388
823	0.01093623031
824	0.01092158502
825	0.01091132451
826	0.01084942601
827	0.01084003003
828	0.01082107502
829	0.01079955928
830	0.01076830973
831	0.01075160225
832	0.01073988132
833	0.01073662029
834	0.01070102466
835	0.01067905144
836	0.01065463363
837	0.01063786749
838	0.01061759282
839	0.01059356445
840	0.01059056267
841	0.01057690741
842	0.01056055301
843	0.01054112996
844	0.01052240839
845	0.01050969977
846	0.01049711549
847	0.01049254536
848	0.01046989765
849	0.01044929922
850	0.01044404756
851	0.01041143377
852	0.01040085538
853	0.01038998607
854	0.01034927485
855	0.0103355891
856	0.01032888523
857	0.01030238059
858	0.01028128714
859	0.01025266166
860	0.01024592025
861	0.01022385085
862	0.01021692175
863	0.01019752803
864	0.01017488618
865	0.0101672169
866	0.01016572481
867	0.01015446957
868	0.0101502666
869	0.01013510987
870	0.0101072844
871	0.01009610189
872	0.01008552936
873	0.01005815902
874	0.01004245566
875	0.01003981986
876	0.0100321365
877	0.01001878154
878	0.01000276498
879	0.00998315776
880	0.009975740684
881	0.009969387547
882	0.009949333407
883	0.009913326043
884	0.009895628522
885	0.009878461211
886	0.009869506292
887	0.009842840948
888	0.009834173421
889	0.009826593293
890	0.009806600737
891	0.009788401746
892	0.009772862602
893	0.009757635485
894	0.009755820219
895	0.009742052939
896	0.009703394525
897	0.009676851176
898	0.009667994791
899	0.00965935835
900	0.009649340077
901	0.009635293029
902	0.009622240712
903	0.009596845761
904	0.00958879994
905	0.009568467791
906	0.009546657037
907	0.009516155295
908	0.009479817136
909	0.009455050929
910	0.009441314148
911	0.009410996572
912	0.009391167654
913	0.009365946898
914	0.009343086867
915	0.009316175773
916	0.009282668138
917	0.00927502936
918	0.009249775759
919	0.009229286424
920	0.009225733312
921	0.009216705665
922	0.009209991235
923	0.009206936075
924	0.009186774016
925	0.00917141024
926	0.009162350334
927	0.009155471093
928	0.009141039878
929	0.009130727761
930	0.009124386941
931	0.009119328244
932	0.00910414101
933	0.009077058067
934	0.009067195221
935	0.009043519934
936	0.009020959612
937	0.009017219989
938	0.009013158369
939	0.009007217553
940	0.008998521873
941	0.008990402151
942	0.008956089231
943	0.008926661399
944	0.008906215466
945	0.008888164276
946	0.00886505263
947	0.008843618419
948	0.008831587811
949	0.008812266815
950	0.008791978655
951	0.008779340418
952	0.008776938637
953	0.008770989609
954	0.008754468639
955	0.008740303115
956	0.008729160492
957	0.008714634847
958	0.008700898653
959	0.008692157811
960	0.00868095771
961	0.008675713674
962	0.008655148679
963	0.00864985303
964	0.008629624108
965	0.008615286734
966	0.00859597395
967	0.008583349202
968	0.008569224148
969	0.008560419962
970	0.008555192936
971	0.008551400526
972	0.008545351204
973	0.008527055438
974	0.008510139742
975	0.008486867391
976	0.008477108945
977	0.008472055527
978	0.008452395525
979	0.0084464377
980	0.008432654584
981	0.008408612137
982	0.008382933899
983	0.008362079165
984	0.00835494479
985	0.008347815107
986	0.008322438924
987	0.008321177915
988	0.008301527298
989	0.008289064428
990	0.008274614444
991	0.00826698505
992	0.008255010748
993	0.00823255248
994	0.008219782277
995	0.008219063795
996	0.008209247284
997	0.008169999422
998	0.008162192313
999	0.008156470267
